Department,Year,Semester,CGPA,Attendance,Club,CareerGoal,Hosteller,Scholarship
CT,4,8,6.72,76,Sports Club,Software Engineer,Yes,SC
IT,1,2,8.16,65,Coding Club,Data Scientist,Yes,Merit
CT,4,7,7.33,69,Photography Club,Robotics Engineer,No,OBC
AE,3,6,7.09,79,Photography Club,Data Scientist,No,Merit
ME,2,3,5.69,99,Photography Club,AI Engineer,No,ST
AI/ML,2,3,9.48,64,Sports Club,Entrepreneur,No,
AI/ML,1,1,6.59,87,Drama Club,Research Scientist,No,OBC
CT,3,5,6.88,84,Music Club,Robotics Engineer,Yes,ST
CS,3,6,8.82,77,Robotics Club,Entrepreneur,Yes,Merit
EC,4,8,8.65,77,Music Club,Pilot,No,Merit
EE,1,2,8.99,78,Coding Club,Professor,No,Merit
AI/ML,3,6,5.99,78,Sports Club,Research Scientist,No,
IIOT,3,6,9.38,63,Robotics Club,AI Engineer,No,OBC
RE,3,5,8.81,88,Coding Club,AI Engineer,No,
AE,1,1,9.24,96,NCC,Entrepreneur,No,
CS,1,1,9.89,66,Music Club,Data Scientist,No,ST
AI/ML,1,2,7.56,71,NSS,Professor,Yes,
AI/ML,4,8,9.03,77,Photography Club,Pilot,Yes,
CS,4,7,8.43,68,Drama Club,Robotics Engineer,Yes,Merit
CE,4,8,9.7,89,Coding Club,AI Engineer,Yes,
AI/ML,4,7,6.28,94,Robotics Club,AI Engineer,No,SC
AE,2,3,8.0,73,Music Club,Software Engineer,No,SC
ETC,2,3,5.75,82,Music Club,Research Scientist,Yes,Merit
AE,4,7,9.68,78,Coding Club,Professor,Yes,EWS
DS,1,1,7.1,74,NSS,AI Engineer,No,SC
IT,4,8,7.67,90,Sports Club,Robotics Engineer,No,Merit
IIOT,1,1,7.45,75,NSS,Research Scientist,No,Merit
EC,4,8,6.32,79,Robotics Club,Data Scientist,Yes,EWS
IT,3,6,8.65,96,Coding Club,AI Engineer,Yes,ST
IT,2,3,6.33,88,Coding Club,Pilot,Yes,
EE,2,4,7.02,68,Robotics Club,Pilot,Yes,OBC
ETC,1,1,8.62,84,Drama Club,Professor,Yes,SC
CS,2,4,6.63,77,Sports Club,Robotics Engineer,No,SC
EE,1,2,6.88,87,Photography Club,Research Scientist,No,SC
RE,3,5,6.99,77,Drama Club,Data Scientist,Yes,SC
CS,2,4,7.31,88,Drama Club,Professor,No,ST
ME,3,5,8.87,80,Drama Club,Software Engineer,No,ST
AE,2,4,6.64,66,Sports Club,Pilot,Yes,ST
AE,1,1,7.25,96,Coding Club,Research Scientist,Yes,Merit
ME,2,4,9.05,96,Robotics Club,Professor,No,Merit
EE,2,3,7.64,64,NCC,Robotics Engineer,No,ST
ETC,3,5,7.56,96,Music Club,Data Scientist,Yes,ST
ME,1,1,6.42,69,Coding Club,Research Scientist,Yes,EWS
AI/ML,3,5,9.78,77,Drama Club,Robotics Engineer,Yes,
EE,4,8,8.03,79,NCC,Software Engineer,No,Merit
IT,2,4,9.29,99,Music Club,Robotics Engineer,No,OBC
CT,3,5,9.16,79,Sports Club,AI Engineer,Yes,OBC
DS,1,1,9.05,73,Photography Club,AI Engineer,Yes,
IT,1,1,6.66,90,Music Club,Data Scientist,No,
EC,1,2,9.78,82,NCC,Entrepreneur,Yes,ST
EC,4,7,6.7,76,Drama Club,Data Scientist,No,ST
IT,2,4,8.17,63,Drama Club,Data Scientist,Yes,
DS,2,3,9.4,65,Music Club,Robotics Engineer,Yes,SC
CE,1,2,8.05,69,NCC,Research Scientist,No,
ME,3,5,5.9,82,Photography Club,Software Engineer,No,ST
EE,3,5,9.06,86,Robotics Club,Research Scientist,No,Merit
CS,3,5,6.91,65,Sports Club,Research Scientist,No,SC
CT,1,1,8.77,96,NCC,Software Engineer,No,OBC
EE,3,5,9.75,79,Photography Club,Research Scientist,Yes,OBC
CS,1,1,6.36,67,Photography Club,Pilot,No,Merit
DS,3,6,7.59,91,NSS,Software Engineer,Yes,EWS
RE,2,4,7.09,75,NSS,Robotics Engineer,Yes,ST
RE,4,7,9.55,72,Music Club,Entrepreneur,No,ST
ETC,4,7,9.85,73,Music Club,AI Engineer,Yes,Merit
IIOT,2,3,8.53,77,NSS,Professor,Yes,OBC
RE,3,5,6.82,86,NCC,Software Engineer,No,EWS
EE,3,5,8.5,97,Robotics Club,Software Engineer,No,SC
IT,1,2,6.72,75,NCC,Robotics Engineer,Yes,
RE,4,8,6.9,67,Music Club,Entrepreneur,Yes,
ME,2,4,6.68,73,Photography Club,Research Scientist,No,ST
CE,4,7,5.66,73,Robotics Club,Pilot,Yes,OBC
IT,3,5,6.12,94,NSS,Research Scientist,No,SC
RE,4,8,5.79,68,Sports Club,Robotics Engineer,Yes,EWS
EC,3,5,7.12,95,Music Club,Robotics Engineer,No,ST
ETC,3,5,9.58,89,Sports Club,Entrepreneur,No,Merit
EE,4,8,8.13,63,NCC,Pilot,No,ST
ETC,1,2,7.19,99,NCC,Entrepreneur,No,
IT,3,6,6.76,69,Music Club,Software Engineer,No,SC
AE,1,1,6.08,80,Music Club,Entrepreneur,Yes,
AE,3,5,5.78,69,Music Club,AI Engineer,No,SC
CS,4,8,9.74,95,NSS,Software Engineer,No,ST
CS,3,5,7.84,67,Music Club,Entrepreneur,No,ST
ETC,4,7,7.94,100,Photography Club,Research Scientist,Yes,OBC
AI/ML,2,4,9.64,60,NCC,Software Engineer,No,ST
CT,3,6,6.86,93,NCC,Professor,No,EWS
IT,2,3,8.82,69,Robotics Club,Entrepreneur,Yes,Merit
ME,2,4,8.8,93,Robotics Club,AI Engineer,Yes,Merit
AE,2,4,8.01,65,Photography Club,Entrepreneur,Yes,EWS
CE,1,1,7.16,100,NSS,Research Scientist,Yes,
CT,4,8,7.39,82,Music Club,Entrepreneur,Yes,
RE,2,4,6.11,74,NSS,AI Engineer,No,OBC
EC,3,6,8.29,65,NSS,AI Engineer,Yes,Merit
DS,4,7,6.82,62,Drama Club,Software Engineer,Yes,OBC
RE,4,8,8.7,72,NCC,AI Engineer,No,SC
ME,3,6,8.59,60,Coding Club,Professor,No,OBC
IT,3,6,8.6,66,Photography Club,Entrepreneur,Yes,
IT,3,5,6.04,99,Music Club,Software Engineer,Yes,ST
DS,2,4,9.05,67,NSS,Research Scientist,Yes,OBC
AE,1,1,6.56,65,Sports Club,Entrepreneur,No,SC
DS,1,2,9.52,64,NSS,Professor,Yes,OBC
AI/ML,3,6,6.01,95,Sports Club,Entrepreneur,Yes,EWS
CT,1,1,8.03,84,Coding Club,Professor,No,SC
EE,4,7,7.16,61,Robotics Club,Research Scientist,Yes,SC
RE,2,4,7.1,76,Sports Club,Data Scientist,Yes,
CT,3,6,7.89,83,Sports Club,Pilot,Yes,
EE,2,3,8.72,78,Sports Club,Professor,No,OBC
IIOT,1,1,9.39,85,Music Club,Research Scientist,Yes,EWS
EC,4,7,5.9,80,Photography Club,Robotics Engineer,No,
CS,3,5,6.36,99,NSS,AI Engineer,Yes,
IIOT,2,3,7.98,69,Photography Club,Data Scientist,Yes,EWS
RE,4,8,8.26,71,Coding Club,Research Scientist,Yes,
IIOT,1,1,6.0,79,Drama Club,Research Scientist,No,OBC
CE,2,4,9.28,84,Drama Club,Software Engineer,Yes,
CE,4,7,6.95,82,Photography Club,Entrepreneur,Yes,SC
ME,1,1,6.84,65,Robotics Club,Data Scientist,No,EWS
CT,2,4,7.5,84,Music Club,Software Engineer,Yes,SC
EC,2,4,5.8,84,Coding Club,Research Scientist,Yes,EWS
CE,3,6,6.54,92,Coding Club,Software Engineer,No,
ME,1,1,8.18,71,Photography Club,Entrepreneur,No,Merit
RE,2,4,7.26,77,Photography Club,Pilot,No,SC
DS,4,7,6.93,73,Photography Club,AI Engineer,No,OBC
AI/ML,2,4,8.21,91,Drama Club,AI Engineer,Yes,
ETC,2,3,7.92,86,Coding Club,Professor,No,ST
DS,2,3,7.73,96,NCC,AI Engineer,No,Merit
DS,3,6,6.51,67,NCC,Robotics Engineer,No,EWS
CS,2,3,8.11,70,Sports Club,Pilot,Yes,EWS
ME,1,1,6.13,66,Robotics Club,Data Scientist,No,ST
CS,4,8,7.23,69,Photography Club,Software Engineer,Yes,Merit
CT,3,5,5.97,82,Drama Club,Data Scientist,No,SC
EC,1,2,5.91,67,Sports Club,Professor,Yes,OBC
CS,1,1,5.72,61,Coding Club,AI Engineer,Yes,
DS,2,3,8.4,78,NSS,Entrepreneur,No,EWS
EC,3,6,8.27,97,Photography Club,Robotics Engineer,Yes,Merit
CT,1,1,7.32,66,Drama Club,Research Scientist,Yes,Merit
CE,1,1,6.39,62,Drama Club,Research Scientist,No,EWS
ETC,1,1,7.89,62,Coding Club,Pilot,Yes,SC
ETC,3,6,5.89,86,Sports Club,Software Engineer,Yes,ST
EE,2,4,7.67,92,Sports Club,Pilot,Yes,ST
IIOT,2,4,8.61,93,Coding Club,Research Scientist,Yes,ST
AI/ML,4,8,5.76,100,Sports Club,Data Scientist,No,Merit
IT,2,4,8.11,63,Drama Club,AI Engineer,Yes,EWS
ETC,3,6,5.52,79,Sports Club,Professor,Yes,Merit
ETC,2,4,9.54,99,Music Club,Research Scientist,Yes,
CE,1,1,7.23,88,NCC,Professor,Yes,SC
CE,2,3,5.99,97,NCC,Software Engineer,Yes,SC
DS,1,1,7.57,90,Coding Club,Pilot,No,OBC
CT,4,8,5.54,96,Drama Club,Robotics Engineer,Yes,ST
CS,4,8,5.62,89,Sports Club,Professor,Yes,ST
CT,2,4,7.72,92,Coding Club,Data Scientist,No,ST
EC,1,1,8.68,99,Sports Club,Professor,Yes,Merit
EE,3,6,5.86,98,Sports Club,Pilot,Yes,ST
AE,4,8,5.85,87,Sports Club,Entrepreneur,No,
RE,3,5,7.96,81,Coding Club,Professor,Yes,OBC
CS,1,1,5.96,100,Music Club,Pilot,No,EWS
AE,2,3,6.98,87,Music Club,Robotics Engineer,Yes,Merit
AI/ML,1,2,6.33,88,Music Club,AI Engineer,Yes,Merit
IIOT,4,8,8.28,85,Coding Club,Research Scientist,No,OBC
DS,2,3,7.73,95,Music Club,Software Engineer,No,SC
IT,1,1,7.92,89,Photography Club,Software Engineer,Yes,SC
RE,2,4,9.46,61,NSS,AI Engineer,No,OBC
EC,2,4,6.94,93,Robotics Club,Research Scientist,Yes,EWS
IT,1,1,8.63,75,Music Club,Robotics Engineer,No,OBC
CE,1,1,9.0,94,NSS,Research Scientist,Yes,Merit
RE,3,5,8.08,91,Sports Club,Entrepreneur,No,SC
AE,2,3,9.76,88,NCC,Robotics Engineer,No,Merit
AI/ML,2,3,7.92,81,NCC,Research Scientist,Yes,OBC
IT,1,1,7.53,77,NCC,Data Scientist,Yes,EWS
CS,3,6,6.03,68,Coding Club,Robotics Engineer,Yes,Merit
RE,4,7,8.7,82,Robotics Club,Professor,Yes,SC
DS,3,6,7.69,82,NSS,Software Engineer,No,ST
RE,4,8,8.75,67,Music Club,Research Scientist,No,
CE,2,3,7.68,66,Drama Club,AI Engineer,No,
IT,1,2,9.64,75,NCC,AI Engineer,Yes,EWS
EE,1,1,8.23,68,Coding Club,AI Engineer,Yes,OBC
CT,1,1,6.57,89,Coding Club,Data Scientist,No,SC
CT,4,8,8.71,85,Coding Club,Research Scientist,No,ST
DS,4,8,7.69,99,Photography Club,Research Scientist,No,
EC,3,6,8.64,75,NSS,Professor,No,EWS
IT,1,2,7.17,96,NSS,Entrepreneur,No,
ME,3,6,7.1,75,Coding Club,AI Engineer,No,OBC
CS,2,3,8.65,99,Music Club,Entrepreneur,Yes,
RE,3,6,8.06,79,Robotics Club,Robotics Engineer,No,EWS
IIOT,3,6,7.26,68,Robotics Club,Professor,No,EWS
IT,2,3,6.08,78,NSS,Research Scientist,Yes,OBC
DS,4,8,6.53,89,Music Club,Robotics Engineer,No,EWS
CS,3,6,6.33,89,Drama Club,Robotics Engineer,No,Merit
CT,2,4,5.73,94,NCC,Robotics Engineer,No,ST
ETC,2,4,6.86,92,Drama Club,Pilot,No,EWS
CE,3,5,5.89,77,Sports Club,Entrepreneur,Yes,EWS
AE,1,2,8.05,64,Robotics Club,Pilot,Yes,SC
ME,4,8,8.4,64,Sports Club,Data Scientist,Yes,ST
IIOT,1,2,5.7,91,Photography Club,Research Scientist,No,EWS
DS,3,5,9.33,100,Music Club,AI Engineer,Yes,Merit
EC,1,1,6.95,94,Photography Club,Software Engineer,Yes,SC
DS,3,6,7.84,90,Sports Club,Entrepreneur,No,Merit
IIOT,4,8,9.85,96,Music Club,AI Engineer,Yes,EWS
ETC,1,1,9.84,77,Music Club,AI Engineer,Yes,Merit
ME,1,1,7.87,60,Robotics Club,Pilot,Yes,Merit
CS,3,5,9.47,63,Drama Club,AI Engineer,No,Merit
IT,4,7,5.57,81,Music Club,Entrepreneur,Yes,Merit
CT,2,3,6.6,98,Coding Club,Research Scientist,No,ST
AE,1,2,7.28,68,NCC,Entrepreneur,No,EWS
ME,2,3,6.9,88,Photography Club,Entrepreneur,Yes,EWS
EC,4,8,9.71,95,Sports Club,Robotics Engineer,No,
CS,1,2,9.06,76,Coding Club,Robotics Engineer,No,ST
EE,3,6,9.32,62,Photography Club,Data Scientist,No,Merit
ME,4,8,7.0,84,Sports Club,Research Scientist,Yes,
EE,1,1,6.16,72,Music Club,Research Scientist,Yes,EWS
RE,1,1,8.28,92,Drama Club,Research Scientist,Yes,
EE,4,7,7.33,63,NSS,Software Engineer,Yes,Merit
ETC,2,4,8.57,91,Robotics Club,Software Engineer,No,
CS,4,8,9.13,89,Sports Club,Research Scientist,Yes,ST
DS,1,2,6.71,80,Drama Club,Entrepreneur,No,SC
RE,1,1,8.0,97,NCC,Robotics Engineer,No,OBC
AI/ML,1,2,6.15,89,Robotics Club,Research Scientist,No,ST
ETC,3,6,8.05,67,Photography Club,Professor,Yes,OBC
CT,2,3,7.59,92,NCC,Professor,No,ST
EC,2,4,7.58,76,Photography Club,Pilot,No,ST
EE,2,4,6.68,81,NSS,Research Scientist,Yes,EWS
EC,2,4,8.2,94,NSS,Robotics Engineer,Yes,SC
DS,4,7,8.83,64,NCC,Research Scientist,No,ST
ME,3,5,6.35,80,Coding Club,Entrepreneur,Yes,OBC
RE,4,8,8.17,89,Robotics Club,Pilot,No,ST
IIOT,1,2,8.18,80,Music Club,Research Scientist,No,Merit
AE,4,7,6.55,87,NSS,Entrepreneur,No,EWS
AI/ML,4,8,7.04,91,NSS,Entrepreneur,Yes,ST
CS,3,6,5.81,61,Sports Club,Data Scientist,No,OBC
AI/ML,1,1,5.92,71,Robotics Club,AI Engineer,No,Merit
AI/ML,4,8,9.39,68,Music Club,Data Scientist,Yes,SC
CE,4,8,5.51,67,NCC,Entrepreneur,No,Merit
EC,3,5,7.42,100,Music Club,Entrepreneur,Yes,Merit
EC,3,5,9.24,81,Coding Club,AI Engineer,No,SC
CT,2,4,7.88,64,Music Club,Research Scientist,Yes,
EE,2,4,6.94,92,Coding Club,Software Engineer,Yes,SC
CT,3,6,6.23,92,Coding Club,Professor,No,Merit
IIOT,4,7,6.8,81,Music Club,AI Engineer,Yes,Merit
DS,2,3,5.6,67,Photography Club,Software Engineer,Yes,ST
AE,2,4,5.8,92,Music Club,Professor,No,SC
CT,4,7,8.14,71,Photography Club,Data Scientist,Yes,OBC
ME,2,3,7.58,60,Coding Club,Software Engineer,Yes,
AE,2,4,7.56,95,Drama Club,Research Scientist,No,Merit
CE,2,3,8.66,62,NCC,Professor,Yes,EWS
IIOT,2,3,5.92,70,Drama Club,Data Scientist,Yes,
IT,1,1,6.01,92,NSS,Data Scientist,Yes,Merit
DS,2,3,7.05,61,Sports Club,Pilot,Yes,Merit
EC,2,4,8.94,93,Photography Club,Data Scientist,Yes,SC
IT,3,5,6.06,83,Sports Club,Research Scientist,Yes,SC
ME,1,2,8.83,96,Sports Club,Professor,Yes,EWS
EE,2,3,6.51,67,Photography Club,Professor,Yes,SC
IIOT,4,8,9.21,63,Sports Club,Professor,No,ST
IIOT,2,4,7.48,83,Coding Club,Professor,Yes,ST
ME,1,2,8.84,66,Coding Club,Pilot,No,Merit
AI/ML,1,1,9.26,71,Coding Club,Entrepreneur,No,ST
ME,2,3,8.81,87,NSS,Research Scientist,Yes,Merit
CS,1,1,9.4,75,Sports Club,Entrepreneur,No,
EE,3,6,8.95,72,Sports Club,Software Engineer,Yes,EWS
IIOT,2,3,9.81,88,Robotics Club,Entrepreneur,Yes,OBC
CT,3,5,9.12,77,Photography Club,Research Scientist,No,OBC
RE,2,4,6.23,65,Coding Club,Software Engineer,Yes,
ETC,4,8,5.79,72,Photography Club,Data Scientist,No,
EC,3,5,6.64,83,Photography Club,Entrepreneur,No,OBC
EE,2,3,8.79,83,NCC,Data Scientist,Yes,SC
RE,3,5,9.23,86,Music Club,Professor,Yes,SC
CS,3,6,9.19,81,Coding Club,Software Engineer,Yes,OBC
EC,2,3,6.21,78,NSS,Robotics Engineer,No,OBC
AI/ML,4,7,8.96,73,Music Club,Pilot,Yes,OBC
ME,1,2,8.63,72,NCC,Professor,No,Merit
AE,2,4,5.55,84,NCC,Research Scientist,Yes,
RE,3,5,9.57,63,Photography Club,Robotics Engineer,Yes,ST
ME,4,7,5.81,78,Drama Club,Pilot,Yes,ST
CE,2,3,7.39,82,Photography Club,AI Engineer,Yes,ST
AI/ML,3,5,6.44,70,NSS,Data Scientist,Yes,EWS
CE,1,2,6.61,65,Sports Club,Entrepreneur,Yes,Merit
CS,3,5,9.27,98,Drama Club,Data Scientist,No,OBC
EC,1,1,8.2,93,Coding Club,Research Scientist,Yes,ST
IT,2,3,6.91,100,Coding Club,Robotics Engineer,No,ST
CT,3,5,7.02,77,Robotics Club,Pilot,No,Merit
IT,3,5,9.73,72,Photography Club,Research Scientist,No,ST
EE,4,8,6.38,98,NCC,Entrepreneur,No,SC
CS,2,4,7.93,95,Robotics Club,Entrepreneur,No,ST
CS,2,3,9.83,71,Music Club,Research Scientist,Yes,SC
EE,4,7,8.9,88,Coding Club,Professor,Yes,EWS
ME,4,8,9.29,88,Drama Club,Professor,Yes,ST
AI/ML,2,4,8.03,75,Sports Club,AI Engineer,Yes,ST
IT,1,2,9.32,85,Photography Club,Research Scientist,Yes,EWS
IT,3,6,9.01,89,Photography Club,Data Scientist,Yes,OBC
AI/ML,1,2,6.9,98,NSS,Professor,No,EWS
CS,1,2,6.82,71,Drama Club,Research Scientist,Yes,Merit
ETC,2,3,6.19,92,Sports Club,Robotics Engineer,No,ST
AE,1,2,5.73,75,Robotics Club,Pilot,Yes,ST
ETC,3,5,6.34,73,Sports Club,Research Scientist,Yes,EWS
IT,4,8,8.44,89,NCC,Software Engineer,No,ST
ETC,3,6,6.3,99,Photography Club,Entrepreneur,Yes,OBC
CS,4,8,9.79,88,Music Club,Robotics Engineer,No,ST
RE,2,3,8.67,84,Sports Club,Research Scientist,Yes,EWS
IT,2,3,8.85,72,NCC,Robotics Engineer,Yes,SC
ETC,1,1,6.56,83,NSS,Software Engineer,No,SC
IT,1,1,8.58,72,Robotics Club,Research Scientist,No,EWS
IIOT,3,6,5.59,100,Drama Club,Professor,No,SC
IIOT,3,6,7.31,64,NSS,Data Scientist,No,ST
DS,3,5,7.64,79,NSS,AI Engineer,Yes,EWS
DS,3,6,9.71,84,Music Club,Professor,No,EWS
AE,4,8,6.69,75,Robotics Club,Data Scientist,No,EWS
IT,1,1,7.18,94,NSS,Research Scientist,Yes,EWS
RE,1,1,8.68,89,Drama Club,Research Scientist,Yes,
CE,2,3,7.91,87,Drama Club,Entrepreneur,No,SC
CS,3,6,9.32,96,Sports Club,Data Scientist,Yes,
IIOT,3,6,8.71,61,Coding Club,Robotics Engineer,No,OBC
CE,2,4,5.89,60,Coding Club,Research Scientist,Yes,OBC
CS,4,7,7.78,99,Photography Club,Data Scientist,Yes,Merit
EE,4,7,8.08,94,Photography Club,AI Engineer,No,EWS
AI/ML,4,8,9.61,69,Music Club,Robotics Engineer,Yes,OBC
CS,4,8,5.87,61,Robotics Club,Research Scientist,Yes,OBC
EC,3,5,5.55,92,NSS,Data Scientist,No,EWS
ETC,2,4,6.65,74,Music Club,Software Engineer,No,OBC
IT,4,7,5.8,68,NSS,Data Scientist,Yes,SC
AE,3,6,6.23,87,Robotics Club,Robotics Engineer,No,OBC
IT,3,6,8.44,83,NSS,Software Engineer,Yes,SC
RE,3,5,7.83,78,Robotics Club,Software Engineer,No,EWS
IT,2,4,8.52,64,Photography Club,Software Engineer,Yes,ST
CE,4,8,9.26,95,Photography Club,Professor,Yes,OBC
IT,1,1,8.65,65,Robotics Club,AI Engineer,No,OBC
IIOT,2,3,8.48,81,NSS,Robotics Engineer,Yes,SC
IT,4,7,8.45,67,NSS,Research Scientist,No,SC
CE,2,4,8.74,91,Drama Club,Entrepreneur,Yes,EWS
IIOT,4,7,9.1,63,Sports Club,Research Scientist,Yes,Merit
ETC,4,8,8.85,81,Photography Club,Professor,No,Merit
EE,3,6,7.11,62,NCC,Robotics Engineer,No,OBC
IT,3,5,9.24,83,Drama Club,Robotics Engineer,No,SC
IT,3,6,6.4,75,Drama Club,Robotics Engineer,Yes,EWS
ME,4,7,7.58,88,NCC,Professor,No,
EE,3,5,8.85,86,Sports Club,Pilot,No,OBC
EE,4,7,9.85,70,Music Club,Research Scientist,No,EWS
CE,4,8,9.52,63,Drama Club,AI Engineer,No,EWS
CS,2,4,6.92,91,Drama Club,Robotics Engineer,Yes,Merit
ME,3,6,6.15,88,Music Club,Data Scientist,No,ST
DS,4,7,6.37,75,Coding Club,Software Engineer,Yes,OBC
IIOT,4,8,6.87,99,NSS,Software Engineer,Yes,EWS
ME,4,7,5.59,73,Robotics Club,Entrepreneur,No,
CE,3,5,8.14,84,Sports Club,AI Engineer,No,Merit
ME,4,7,5.97,92,NSS,AI Engineer,Yes,
EC,2,4,8.09,63,Robotics Club,Software Engineer,No,
IT,4,8,6.55,89,Robotics Club,Data Scientist,Yes,SC
CS,3,5,8.07,80,Photography Club,Research Scientist,No,
IIOT,2,4,6.9,100,Photography Club,AI Engineer,No,SC
AE,4,8,5.62,87,Music Club,Research Scientist,No,SC
AE,2,3,9.25,97,Drama Club,Pilot,No,SC
AE,4,7,8.32,79,Sports Club,Data Scientist,Yes,ST
RE,3,6,9.38,73,NSS,Pilot,Yes,EWS
RE,4,7,5.51,78,NSS,Software Engineer,Yes,
EC,3,6,6.54,91,Music Club,Research Scientist,No,OBC
AE,2,4,7.4,66,Sports Club,Software Engineer,Yes,EWS
EC,2,3,7.0,98,NSS,AI Engineer,Yes,
CE,1,1,6.65,90,Drama Club,Entrepreneur,Yes,OBC
CT,2,3,8.24,73,Music Club,Entrepreneur,No,Merit
IT,1,1,7.62,83,Music Club,Software Engineer,No,Merit
IIOT,2,4,6.49,69,Sports Club,Research Scientist,Yes,ST
IT,4,7,8.28,83,Drama Club,Entrepreneur,No,Merit
ME,1,2,6.55,80,Sports Club,Software Engineer,Yes,SC
AE,4,8,9.81,83,Photography Club,Data Scientist,No,ST
EE,1,2,5.67,74,Sports Club,Research Scientist,Yes,SC
CT,1,1,6.61,89,Coding Club,AI Engineer,Yes,EWS
AE,4,8,9.51,93,Drama Club,AI Engineer,Yes,OBC
DS,3,5,8.07,79,Robotics Club,Pilot,No,
ME,4,7,9.24,85,Sports Club,Entrepreneur,Yes,OBC
ME,3,6,9.09,89,Drama Club,Data Scientist,No,
EC,1,1,7.81,71,Sports Club,Robotics Engineer,Yes,OBC
DS,2,3,9.06,60,Photography Club,Data Scientist,No,Merit
CS,4,7,5.57,76,NCC,Entrepreneur,No,SC
AE,2,4,8.78,68,Music Club,Data Scientist,No,
RE,3,5,7.28,67,Drama Club,Entrepreneur,No,
CS,2,3,5.94,96,Robotics Club,AI Engineer,No,ST
ME,4,7,6.72,87,Music Club,AI Engineer,Yes,
IT,2,4,6.23,97,Music Club,Data Scientist,Yes,ST
IT,1,1,5.74,77,NSS,Data Scientist,Yes,EWS
IT,2,3,7.59,77,Sports Club,Research Scientist,Yes,SC
ME,2,4,5.69,87,NSS,Data Scientist,Yes,ST
EE,4,8,9.61,60,Drama Club,Pilot,Yes,EWS
AE,3,6,8.53,86,NCC,Professor,No,Merit
CE,2,3,6.66,91,NCC,AI Engineer,Yes,SC
IT,3,5,8.73,84,NSS,Software Engineer,Yes,OBC
CE,2,3,7.24,79,NSS,Entrepreneur,Yes,OBC
CS,1,2,8.08,79,Photography Club,Research Scientist,Yes,Merit
RE,2,3,6.46,77,Drama Club,Data Scientist,No,EWS
AE,2,4,9.7,86,Robotics Club,Robotics Engineer,Yes,EWS
CE,3,5,8.4,74,NSS,Pilot,No,OBC
AE,3,5,9.1,66,Coding Club,Data Scientist,Yes,EWS
CE,1,1,8.19,72,Coding Club,AI Engineer,No,Merit
CS,4,8,8.14,72,Robotics Club,Data Scientist,No,SC
AI/ML,4,8,9.68,89,Photography Club,Pilot,No,SC
CS,2,3,7.65,81,NSS,AI Engineer,No,ST
CS,2,3,6.04,76,Photography Club,Robotics Engineer,Yes,EWS
CS,2,3,9.35,70,Music Club,Entrepreneur,Yes,SC
CE,3,5,5.97,95,Robotics Club,Research Scientist,No,EWS
RE,2,4,6.46,96,NSS,Professor,Yes,OBC
IIOT,2,3,5.59,60,Sports Club,Data Scientist,Yes,OBC
RE,4,7,8.51,70,NSS,AI Engineer,No,ST
ETC,3,5,8.73,63,Drama Club,Software Engineer,No,ST
EC,2,4,6.91,62,Sports Club,Research Scientist,Yes,Merit
CE,4,8,8.1,81,Coding Club,Robotics Engineer,Yes,EWS
IIOT,2,4,8.29,91,Robotics Club,AI Engineer,No,
ME,2,4,5.59,88,Coding Club,Entrepreneur,No,
IT,1,1,8.78,78,Robotics Club,Robotics Engineer,Yes,Merit
ETC,2,4,7.09,67,Coding Club,AI Engineer,Yes,EWS
EC,3,6,9.01,65,Drama Club,Pilot,Yes,OBC
CT,1,1,9.35,64,Music Club,Software Engineer,Yes,ST
DS,2,3,8.8,64,Coding Club,Data Scientist,No,EWS
CT,4,8,8.15,90,Coding Club,Pilot,No,
EC,3,5,7.02,60,NSS,Software Engineer,Yes,Merit
CS,1,2,7.23,89,Sports Club,Entrepreneur,No,SC
ME,2,4,6.3,76,Music Club,Pilot,No,
EE,1,2,7.68,79,Coding Club,Professor,Yes,OBC
AI/ML,2,3,7.36,76,Robotics Club,Professor,Yes,OBC
ETC,1,1,8.19,63,NSS,Data Scientist,Yes,SC
ME,2,3,6.16,78,Photography Club,AI Engineer,Yes,Merit
DS,3,5,6.45,60,Coding Club,AI Engineer,No,Merit
DS,1,2,7.06,90,NSS,Data Scientist,No,OBC
RE,4,7,7.28,70,Robotics Club,Robotics Engineer,No,Merit
CE,3,5,8.1,92,Photography Club,Data Scientist,No,Merit
CE,4,8,9.8,63,Drama Club,Research Scientist,Yes,
RE,1,1,5.87,69,NCC,AI Engineer,No,EWS
RE,3,6,9.18,96,NSS,Professor,Yes,Merit
CE,1,2,8.96,92,NCC,Software Engineer,No,SC
IT,2,3,6.5,63,Robotics Club,Robotics Engineer,No,OBC
DS,1,2,6.77,83,NCC,AI Engineer,Yes,EWS
EC,1,1,5.87,86,Photography Club,Research Scientist,Yes,OBC
EE,2,4,9.39,91,Music Club,Robotics Engineer,Yes,OBC
IIOT,1,1,7.33,99,Music Club,Robotics Engineer,No,
IT,2,3,6.08,88,Sports Club,Professor,No,ST
ETC,3,6,6.1,73,Photography Club,Pilot,Yes,Merit
IT,4,8,9.76,94,Photography Club,Research Scientist,Yes,OBC
AE,1,1,8.0,68,NSS,Robotics Engineer,No,
RE,3,5,7.9,68,Music Club,Software Engineer,Yes,EWS
CE,1,2,5.95,85,NCC,Pilot,Yes,
IIOT,3,6,8.43,60,Sports Club,Research Scientist,Yes,ST
AI/ML,1,1,6.56,75,NSS,Professor,No,Merit
